threshold_percents	cluster_id	representative	cluster_size
90	819	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_38.pdb	1
90	820	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_39.pdb	1
90	821	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_41.pdb	1
90	822	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_43.pdb	1
90	823	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_47.pdb	1
90	824	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_50.pdb	1
90	825	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_53.pdb	1
90	826	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_54.pdb	1
90	827	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_57.pdb	1
90	828	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_58.pdb	1
90	829	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_59.pdb	1
90	830	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_8.pdb	1
90	831	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_0.pdb	1
90	832	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_1.pdb	1
90	833	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_10.pdb	1
90	834	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_11.pdb	1
90	835	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_12.pdb	1
90	836	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_13.pdb	1
90	837	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_14.pdb	1
90	838	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_15.pdb	1
90	839	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_16.pdb	1
90	840	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_17.pdb	1
90	841	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_18.pdb	1
90	842	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_19.pdb	1
90	843	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_2.pdb	1
90	844	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_20.pdb	1
90	845	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_21.pdb	1
90	846	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_22.pdb	1
90	847	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_23.pdb	1
90	848	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_24.pdb	1
90	849	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_25.pdb	1
90	850	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_26.pdb	1
90	851	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_27.pdb	1
90	852	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_28.pdb	1
90	853	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_29.pdb	1
90	854	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_3.pdb	1
90	855	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_30.pdb	1
90	856	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_31.pdb	1
90	857	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_32.pdb	1
90	858	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_33.pdb	1
90	859	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_34.pdb	1
90	860	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_35.pdb	1
90	861	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_36.pdb	1
90	862	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_37.pdb	1
90	863	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_38.pdb	1
90	864	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_39.pdb	1
90	865	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_4.pdb	1
90	866	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_40.pdb	1
90	867	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_41.pdb	1
90	868	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_42.pdb	1
90	869	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_43.pdb	1
90	870	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_44.pdb	1
90	871	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_45.pdb	1
90	872	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_46.pdb	1
90	873	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_47.pdb	1
90	874	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_48.pdb	1
90	875	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_49.pdb	1
90	876	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_5.pdb	1
90	877	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_50.pdb	1
90	878	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_51.pdb	1
90	879	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_52.pdb	1
90	880	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_53.pdb	1
90	881	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_54.pdb	1
90	882	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_55.pdb	1
90	883	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_56.pdb	1
90	884	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_57.pdb	1
90	885	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_58.pdb	1
90	886	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_59.pdb	1
90	887	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_6.pdb	1
90	888	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_60.pdb	1
90	889	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_61.pdb	1
90	890	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_62.pdb	1
90	891	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_63.pdb	1
90	892	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_64.pdb	1
90	893	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_65.pdb	1
90	894	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_66.pdb	1
90	895	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_7.pdb	1
90	896	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_8.pdb	1
90	897	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_9.pdb	1
90	898	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_1.pdb	1
90	899	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_12.pdb	1
90	900	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_14.pdb	1
90	901	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_15.pdb	1
90	902	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_18.pdb	1
90	903	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_19.pdb	1
90	904	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_20.pdb	1
90	905	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_21.pdb	1
90	906	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_22.pdb	1
90	907	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_25.pdb	1
90	908	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_27.pdb	1
90	909	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_28.pdb	1
90	910	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_29.pdb	1
90	911	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_3.pdb	1
90	912	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_30.pdb	1
90	913	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_31.pdb	1
90	914	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_32.pdb	1
90	915	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_33.pdb	1
90	916	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_34.pdb	1
90	917	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_36.pdb	1
90	918	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_37.pdb	1
90	919	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_38.pdb	1
90	920	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_39.pdb	1
90	921	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_4.pdb	1
90	922	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_40.pdb	1
90	923	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_41.pdb	1
90	924	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_42.pdb	1
90	925	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_43.pdb	1
90	926	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_44.pdb	1
90	927	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_45.pdb	1
90	928	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_46.pdb	1
90	929	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_47.pdb	1
90	930	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_48.pdb	1
90	931	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_5.pdb	1
90	932	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_50.pdb	1
90	933	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_51.pdb	1
90	934	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_52.pdb	1
90	935	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_53.pdb	1
90	936	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_54.pdb	1
90	937	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_55.pdb	1
90	938	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_57.pdb	1
90	939	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_58.pdb	1
90	940	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_59.pdb	1
90	941	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_60.pdb	1
90	942	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_61.pdb	1
90	943	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_62.pdb	1
90	944	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_64.pdb	1
90	945	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_65.pdb	1
90	946	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_66.pdb	1
90	947	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_7.pdb	1
90	948	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_8.pdb	1
90	949	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_9.pdb	1
90	950	afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_32.pdb	1
90	951	afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_33.pdb	1
90	952	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_0.pdb	1
90	953	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_1.pdb	1
90	954	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_10.pdb	1
90	955	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_11.pdb	1
90	956	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_12.pdb	1
90	957	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_13.pdb	1
90	958	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_14.pdb	1
90	959	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_15.pdb	1
90	960	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_16.pdb	1
90	961	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_17.pdb	1
90	962	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_18.pdb	1
90	963	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_19.pdb	1
90	964	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_2.pdb	1
90	965	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_20.pdb	1
90	966	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_21.pdb	1
90	967	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_22.pdb	1
90	968	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_23.pdb	1
90	969	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_24.pdb	1
90	970	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_25.pdb	1
90	971	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_26.pdb	1
90	972	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_27.pdb	1
90	973	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_28.pdb	1
90	974	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_29.pdb	1
90	975	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_3.pdb	1
90	976	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_30.pdb	1
90	977	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_31.pdb	1
90	978	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_32.pdb	1
90	979	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_33.pdb	1
90	980	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_34.pdb	1
90	981	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_35.pdb	1
90	982	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_36.pdb	1
90	983	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_37.pdb	1
90	984	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_38.pdb	1
90	985	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_39.pdb	1
90	986	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_4.pdb	1
90	987	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_40.pdb	1
90	988	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_41.pdb	1
90	989	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_42.pdb	1
90	990	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_43.pdb	1
90	991	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_44.pdb	1
90	992	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_45.pdb	1
90	993	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_46.pdb	1
90	994	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_47.pdb	1
90	995	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_48.pdb	1
90	996	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_49.pdb	1
90	997	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_5.pdb	1
90	998	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_50.pdb	1
90	999	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_51.pdb	1
90	1000	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_52.pdb	1
90	1001	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_53.pdb	1
90	1002	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_54.pdb	1
90	1003	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_55.pdb	1
90	1004	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_56.pdb	1
90	1005	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_57.pdb	1
90	1006	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_58.pdb	1
90	1007	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_59.pdb	1
90	1008	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_6.pdb	1
90	1009	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_60.pdb	1
90	1010	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_61.pdb	1
90	1011	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_62.pdb	1
90	1012	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_63.pdb	1
90	1013	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_64.pdb	1
90	1014	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_65.pdb	1
90	1015	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_66.pdb	1
90	1016	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_7.pdb	1
90	1017	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_8.pdb	1
90	1018	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_9.pdb	1
90	1019	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_0.pdb	1
90	1020	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_10.pdb	1
90	1021	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_11.pdb	1
90	1022	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_12.pdb	1
90	1023	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_13.pdb	1
90	1024	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_14.pdb	1
90	1025	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_15.pdb	1
90	1026	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_16.pdb	1
90	1027	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_19.pdb	1
90	1028	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_20.pdb	1
90	1029	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_22.pdb	1
90	1030	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_24.pdb	1
90	1031	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_25.pdb	1
90	1032	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_27.pdb	1
90	1033	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_28.pdb	1
90	1034	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_29.pdb	1
90	1035	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_3.pdb	1
90	1036	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_30.pdb	1
90	1037	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_31.pdb	1
90	1038	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_32.pdb	1
90	1039	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_33.pdb	1
90	1040	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_34.pdb	1
90	1041	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_35.pdb	1
90	1042	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_36.pdb	1
90	1043	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_37.pdb	1
90	1044	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_38.pdb	1
90	1045	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_39.pdb	1
90	1046	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_4.pdb	1
90	1047	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_40.pdb	1
90	1048	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_41.pdb	1
90	1049	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_42.pdb	1
90	1050	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_43.pdb	1
90	1051	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_44.pdb	1
90	1052	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_45.pdb	1
90	1053	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_46.pdb	1
90	1054	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_47.pdb	1
90	1055	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_49.pdb	1
90	1056	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_5.pdb	1
90	1057	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_51.pdb	1
90	1058	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_52.pdb	1
90	1059	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_53.pdb	1
90	1060	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_54.pdb	1
90	1061	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_56.pdb	1
90	1062	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_57.pdb	1
90	1063	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_59.pdb	1
90	1064	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_6.pdb	1
90	1065	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_61.pdb	1
90	1066	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_62.pdb	1
90	1067	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_63.pdb	1
90	1068	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_64.pdb	1
90	1069	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_65.pdb	1
90	1070	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_66.pdb	1
90	1071	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_7.pdb	1
90	1072	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_8.pdb	1
90	1073	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_9.pdb	1
90	1074	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_0.pdb	1
90	1075	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_11.pdb	1
90	1076	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_12.pdb	1
90	1077	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_13.pdb	1
90	1078	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_14.pdb	1
90	1079	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_15.pdb	1
90	1080	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_16.pdb	1
90	1081	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_18.pdb	1
90	1082	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_19.pdb	1
90	1083	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_2.pdb	1
90	1084	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_20.pdb	1
90	1085	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_22.pdb	1
90	1086	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_23.pdb	1
90	1087	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_24.pdb	1
90	1088	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_25.pdb	1
90	1089	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_29.pdb	1
90	1090	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_31.pdb	1
90	1091	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_33.pdb	1
90	1092	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_35.pdb	1
90	1093	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_37.pdb	1
90	1094	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_38.pdb	1
90	1095	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_39.pdb	1
90	1096	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_4.pdb	1
90	1097	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_42.pdb	1
90	1098	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_44.pdb	1
90	1099	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_45.pdb	1
90	1100	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_46.pdb	1
90	1101	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_47.pdb	1
90	1102	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_49.pdb	1
90	1103	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_5.pdb	1
90	1104	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_51.pdb	1
90	1105	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_53.pdb	1
90	1106	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_55.pdb	1
90	1107	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_56.pdb	1
90	1108	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_59.pdb	1
90	1109	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_61.pdb	1
90	1110	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_64.pdb	1
90	1111	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_8.pdb	1
90	1112	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_9.pdb	1
90	1113	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_0.pdb	1
90	1114	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_1.pdb	1
90	1115	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_10.pdb	1
90	1116	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_11.pdb	1
90	1117	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_12.pdb	1
90	1118	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_13.pdb	1
90	1119	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_14.pdb	1
90	1120	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_17.pdb	1
90	1121	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_19.pdb	1
90	1122	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_2.pdb	1
90	1123	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_20.pdb	1
90	1124	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_21.pdb	1
90	1125	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_22.pdb	1
90	1126	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_23.pdb	1
90	1127	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_25.pdb	1
90	1128	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_26.pdb	1
90	1129	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_27.pdb	1
90	1130	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_29.pdb	1
90	1131	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_3.pdb	1
90	1132	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_30.pdb	1
90	1133	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_32.pdb	1
